"School","Year","Games","Wins","Losses","Ties","Preseason Rank","Postseason Rank","Srs","Sp Overall","Sp Offense","Sp Defense","First Name","Last Name","Hire Date"
"Eastern Michigan","2004","11","4","7","0","","","-22.0","-20.2","35.6","50.8","Jeff","Genyk",""
"Eastern Michigan","2005","11","4","7","0","","","-8.5","-18.5","19","37.5","Jeff","Genyk",""
"Eastern Michigan","2006","12","1","11","0","","","-18.8","-22","10.6","33.5","Jeff","Genyk",""
"Eastern Michigan","2007","12","4","8","0","","","-14.5","-24.8","18","41.5","Jeff","Genyk",""
"Eastern Michigan","2008","12","3","9","0","","","-18.2","-22","21.3","41.2","Jeff","Genyk",""
"Houston","2014","1","1","0","0","","","-2.3","5.4","30.4","23.6","David","Gibbs",""
"Washington","2003","12","6","6","0","17","","2.0","3.2","33","31.4","Keith","Gilbertson",""
"Washington","2004","11","1","10","0","","","-6.3","-10","22.6","31.7","Keith","Gilbertson",""
"Buffalo","2006","12","2","10","0","","","-20.9","-30.3","10","39","Turner","Gill",""
"Buffalo","2007","12","5","7","0","","","-11.9","-20.1","17.7","37.5","Turner","Gill",""
"Buffalo","2008","14","8","6","0","","","-1.7","-14.4","26.4","39.7","Turner","Gill",""
"Buffalo","2009","12","5","7","0","","","-9.2","-11.6","21.8","31.8","Turner","Gill",""
"Kansas","2010","12","3","9","0","","","-12.3","-17","15.8","31.9","Turner","Gill",""
"Kansas","2011","12","2","10","0","","","-10.3","-15","25.6","38.7","Turner","Gill",""
"Liberty","2018","12","6","6","0","","","-10.3","-19.7","25.1","41.7","Turner","Gill",""
"Wyoming","2003","12","4","8","0","","","-5.9","-3.5","32.6","35.4","Joe","Glenn",""
"Wyoming","2004","12","7","5","0","","","0.3","-1.6","30.1","32","Joe","Glenn",""
"Wyoming","2005","11","4","7","0","","","-5.0","-4","23.3","27.3","Joe","Glenn",""
"Wyoming","2006","12","6","6","0","","","-0.6","0.3","18.6","17.7","Joe","Glenn",""
"Wyoming","2007","12","5","7","0","","","-7.1","-5","15.9","21","Joe","Glenn",""
"Wyoming","2008","12","4","8","0","","","-15.9","-14.5","12.1","24.5","Joe","Glenn",""
"Temple","2006","12","1","11","0","","","-23.2","-33.3","7.7","38.7","Al","Golden",""
"Temple","2007","12","4","8","0","","","-18.3","-19","14.9","31.7","Al","Golden",""
"Temple","2008","12","5","7","0","","","-4.0","-9.4","19","27.9","Al","Golden",""
"Temple","2009","13","9","4","0","","","-2.2","-4.9","21.8","26.2","Al","Golden",""
"Temple","2010","12","8","4","0","","","-5.8","-5.2","20.9","25.4","Al","Golden",""
"Miami","2011","12","6","6","0","","","5.6","16.4","35.9","21.2","Al","Golden",""
"Miami","2012","12","7","5","0","","","2.6","8.2","36.9","28.8","Al","Golden",""
"Miami","2013","13","9","4","0","","","6.2","16.9","39.8","24","Al","Golden",""
"Miami","2014","13","6","7","0","","","9.1","13.9","35","21.3","Al","Golden",""
"Miami","2015","7","4","3","0","","","5.1","11","34.9","25.8","Al","Golden",""
"South Florida","2023","13","7","6","0","","","-10.5","-6.6","28.4","34.5","Alex","Golesh",""
"New Mexico","2020","7","2","5","0","","","-11.1","-15","24.4","39.3","Danny","Gonzales","2020-01-12T00:00:00.000Z"
"New Mexico","2021","12","3","9","0","","","-15.1","-18.6","11.6","29.8","Danny","Gonzales","2020-01-12T00:00:00.000Z"
"New Mexico","2022","12","2","10","0","","","-19.1","-26.9","6","31.9","Danny","Gonzales","2020-01-12T00:00:00.000Z"
"New Mexico","2023","12","4","8","0","","","-11.1","-16.5","22.5","37.2","Danny","Gonzales","2020-01-12T00:00:00.000Z"
"UCF","2003","2","0","2","0","","","-17.2","-21.8","19.3","38.6","Alan","Gooch",""
"Rice","2006","13","7","6","0","","","-7.6","-10.5","25.1","34.4","Todd","Graham",""
"Tulsa","2007","14","10","4","0","","","0.2","-0.4","37.9","36.4","Todd","Graham",""
"Tulsa","2008","14","11","3","0","","","8.8","7","39.3","31.8","Todd","Graham",""
"Tulsa","2009","12","5","7","0","","","-6.5","-1.1","27.2","30.1","Todd","Graham",""
"Tulsa","2010","13","10","3","0","","24","3.5","0.4","35.2","35.1","Todd","Graham",""
"Pittsburgh","2011","12","6","6","0","","","2.8","5.6","25.6","20.9","Todd","Graham",""
"Arizona State","2012","13","8","5","0","","","13.3","16.6","35.2","18.8","Todd","Graham",""
"Arizona State","2013","14","10","4","0","","21","22.3","17.5","40","22","Todd","Graham",""
"Arizona State","2014","13","10","3","0","19","12","13.4","13.5","36.1","23.3","Todd","Graham",""
"Arizona State","2015","13","6","7","0","15","","6.9","10.2","34.9","27.2","Todd","Graham",""
"Arizona State","2016","12","5","7","0","","","-2.1","-3","32.2","37.6","Todd","Graham",""
"Arizona State","2017","13","7","6","0","","","2.6","1","33.9","33.1","Todd","Graham",""
"Hawai'i","2020","9","5","4","0","","","-3.3","-7.1","28.2","35.2","Todd","Graham",""
"Hawai'i","2021","13","6","7","0","","","-7.8","-2.3","27.1","30.1","Todd","Graham",""
"Washington","2021","3","0","3","0","20","","2.3","-0.7","22.8","23.6","Bob","Gregory",""
"Wake Forest","2001","11","6","5","0","","","1.4","1.5","35.6","34.6","Jim","Grobe",""
"Wake Forest","2002","13","7","6","0","","","5.5","7.5","35.2","29.5","Jim","Grobe",""
"Wake Forest","2003","12","5","7","0","","","5.3","7.5","37.8","32.4","Jim","Grobe",""
"Wake Forest","2004","11","4","7","0","","","0.7","-0.9","26.2","27.3","Jim","Grobe",""
"Wake Forest","2005","11","4","7","0","","","-0.9","-3.9","23.3","27.1","Jim","Grobe",""
"Wake Forest","2006","14","11","3","0","","18","8.0","6.5","23.6","18.4","Jim","Grobe",""
"Wake Forest","2007","13","9","4","0","","","6.6","6.4","23.9","19","Jim","Grobe",""
"Wake Forest","2008","13","8","5","0","23","","7.6","6.4","20.3","13.6","Jim","Grobe",""
"Wake Forest","2009","12","5","7","0","","","3.1","3.3","32.6","28.3","Jim","Grobe",""
"Wake Forest","2010","12","3","9","0","","","-8.6","-12.1","20.7","32.4","Jim","Grobe",""
"Wake Forest","2011","13","6","7","0","","","-2.9","-3.5","26.4","28.9","Jim","Grobe",""
"Wake Forest","2012","12","5","7","0","","","-11.8","-11.9","20.1","30.1","Jim","Grobe",""
"Wake Forest","2013","12","4","8","0","","","-1.8","-2.8","19.4","21.3","Jim","Grobe",""
"Baylor","2016","13","7","6","0","23","","3.9","11.3","37","24.2","Jim","Grobe",""
"Virginia","2001","12","5","7","0","","","-1.0","-2.4","29.4","31.9","Al","Groh",""
"Virginia","2002","14","9","5","0","","22","9.2","13.8","39","26.9","Al","Groh",""
"Virginia","2003","13","8","5","0","18","","12.3","15.9","36.2","22.4","Al","Groh",""
"Virginia","2004","12","8","4","0","16","23","16.6","20","38.4","19.5","Al","Groh",""
"Virginia","2005","12","7","5","0","25","","5.6","5.6","29.2","23.6","Al","Groh",""
"Virginia","2006","12","5","7","0","","","-2.7","4.6","17","12.3","Al","Groh",""
"Virginia","2007","13","9","4","0","","","4.5","7.5","23.3","16.9","Al","Groh",""
"Virginia","2008","12","5","7","0","","","0.9","-0.6","19","18.6","Al","Groh",""
"Virginia","2009","12","3","9","0","","","1.7","0.7","19.2","19.2","Al","Groh",""
"Miami (OH)","2010","1","1","0","0","","","-11.2","-6.7","21.9","26.6","Lance","Guidry",""
"Oklahoma State","2005","11","4","7","0","","","-8.9","1.1","25.4","24.3","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2006","13","7","6","0","","","8.5","13.7","35.6","23.9","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2007","13","7","6","0","","","9.3","13.1","43.2","28.9","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2008","13","9","4","0","","16","16.2","23.4","46.5","24.5","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2009","13","9","4","0","9","","7.3","14","28.7","16.6","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2010","13","11","2","0","","13","18.8","25.9","42.9","19.5","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2011","13","12","1","0","9","3","27.6","29.4","49.2","21.4","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2012","13","8","5","0","19","","18.7","24","44.7","23.3","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2013","13","10","3","0","13","17","21.4","21.8","36.8","14","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2014","13","7","6","0","","","2.6","8.6","32","24","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2015","13","10","3","0","","20","10.0","9.9","37.7","28.8","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2016","13","10","3","0","21","11","12.4","16.4","42.4","27","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2017","13","10","3","0","10","14","18.4","19.1","42.2","23","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2018","13","7","6","0","","","9.6","13.8","42","28.9","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2019","13","8","5","0","","","10.8","8.7","35","26.2","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2020","11","8","3","0","15","20","9.6","14.2","30.7","16.7","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2021","14","12","2","0","","7","16.5","17.2","30.6","14.3","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2022","13","7","6","0","12","","5.7","11.3","37.6","27.9","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Oklahoma State","2023","14","10","4","0","","16","6.1","6.7","32.8","27.1","Mike","Gundy","2005-01-03T00:00:00.000Z"
"Utah State","2005","11","3","8","0","","","-20.5","-23.9","12.5","36.5","Brent","Guy",""
"Utah State","2006","12","1","11","0","","","-22.5","-32.1","10.6","39.7","Brent","Guy",""
"Utah State","2007","12","2","10","0","","","-15.4","-27.6","13.3","40","Brent","Guy",""
"Utah State","2008","12","3","9","0","","","-12.3","-18.9","17.3","37.2","Brent","Guy",""
"Boston College","2020","11","6","5","0","","","","","","","Jeff","Hafley","2019-12-14T00:00:00.000Z"
"Boston College","2021","12","6","6","0","","","0.9","0.9","27","26.5","Jeff","Hafley","2019-12-14T00:00:00.000Z"
"Boston College","2022","12","3","9","0","","","-10.2","-14.9","20.4","33.8","Jeff","Hafley","2019-12-14T00:00:00.000Z"
"Boston College","2023","13","7","6","0","","","-4.8","-5.9","22.2","27.6","Jeff","Hafley","2019-12-14T00:00:00.000Z"
"Florida State","2017","2","2","0","0","3","","10.1","22.8","33.3","12.5","Odell","Haggins",""
"Florida State","2019","4","2","2","0","","","0.2","1.8","30.2","27.1","Odell","Haggins",""
"Troy","2021","1","0","1","0","","","-10.4","-6.5","20.1","26.7","Brandon","Hall",""
"Oregon State","2017","6","0","6","0","","","-16.5","-12.6","28.8","39.9","Cory","Hall",""
"Southern Mississippi","2021","12","3","9","0","","","-19.1","-14.2","15","28.6","Will","Hall","2020-12-02T00:00:00.000Z"
"Southern Mississippi","2022","13","7","6","0","","","-5.2","-3.5","18.3","22.9","Will","Hall","2020-12-02T00:00:00.000Z"
"Southern Mississippi","2023","12","3","9","0","","","-13.1","-14.4","23.5","36.4","Will","Hall","2020-12-02T00:00:00.000Z"
"Northern Illinois","2019","12","5","7","0","","","-14.5","-13.9","20.7","34.2","Thomas","Hammock","2019-01-18T00:00:00.000Z"
"Northern Illinois","2020","6","0","6","0","","","","","","","Thomas","Hammock","2019-01-18T00:00:00.000Z"
"Northern Illinois","2021","14","9","5","0","","","-6.0","-7.1","29.4","36.1","Thomas","Hammock","2019-01-18T00:00:00.000Z"
"Northern Illinois","2022","12","3","9","0","","","-15.0","-18.8","25.3","43.1","Thomas","Hammock","2019-01-18T00:00:00.000Z"
"Northern Illinois","2023","13","7","6","0","","","-8.8","-7.5","18.3","24.2","Thomas","Hammock","2019-01-18T00:00:00.000Z"
"Stanford","2007","12","4","8","0","","","-2.5","-6.7","21","27.4","Jim","Harbaugh",""
"Stanford","2008","12","5","7","0","","","1.9","2.2","30.2","29.5","Jim","Harbaugh",""
"Stanford","2009","13","8","5","0","","","11.0","10.7","39.2","30.6","Jim","Harbaugh",""
"Stanford","2010","13","12","1","0","","4","30.2","28.1","44.4","17.3","Jim","Harbaugh",""
"Michigan","2015","13","10","3","0","","12","17.5","19.7","35.2","16.2","Jim","Harbaugh",""
"Michigan","2016","13","10","3","0","7","10","24.1","24.4","34.8","11.1","Jim","Harbaugh",""
"Michigan","2017","13","8","5","0","11","","12.9","19.6","31.1","11.8","Jim","Harbaugh",""
"Michigan","2018","13","10","3","0","14","","19.0","22","35.5","14.3","Jim","Harbaugh",""
"Michigan","2019","13","9","4","0","7","18","18.1","20.7","35.7","16","Jim","Harbaugh",""
"Michigan","2020","6","2","4","0","16","","-0.6","10.7","33","22.2","Jim","Harbaugh",""
"Michigan","2021","14","12","2","0","","3","18.3","23.4","36.5","15.8","Jim","Harbaugh",""
"Michigan","2022","14","13","1","0","8","3","21.1","32","38","7.6","Jim","Harbaugh",""
"Michigan","2023","15","15","0","0","2","1","25.9","31.3","36.6","7.2","Jim","Harbaugh",""
"Pittsburgh","2001","12","7","5","0","","","7.4","12","33.5","22.8","Walt","Harris",""
"Pittsburgh","2002","13","9","4","0","","19","10.5","14.5","32.7","19.2","Walt","Harris",""
"Pittsburgh","2003","13","8","5","0","10","","7.5","11","37.6","28.5","Walt","Harris",""
"Pittsburgh","2004","12","8","4","0","","25","3.4","6.4","32.1","27.4","Walt","Harris",""
"Stanford","2005","11","5","6","0","","","4.8","0.6","26.4","25.7","Walt","Harris",""
"Stanford","2006","12","1","11","0","","","-10.7","-14.1","14.8","27.6","Walt","Harris",""
"Arkansas State","2013","12","7","5","0","","","-6.6","-16.2","20.8","37.9","Bryan","Harsin",""
"Boise State","2014","14","12","2","0","","16","10.0","11.6","36.6","24.7","Bryan","Harsin",""
"Boise State","2015","13","9","4","0","23","","8.1","11.8","32.2","20.2","Bryan","Harsin",""
"Boise State","2016","13","10","3","0","","","6.9","11.5","36.7","25","Bryan","Harsin",""
"Boise State","2017","14","11","3","0","","22","7.7","9.1","28.6","20.5","Bryan","Harsin",""
"Boise State","2018","13","10","3","0","22","","9.3","12.2","37.1","22.8","Bryan","Harsin",""
"Boise State","2019","14","12","2","0","","23","8.9","8.1","32.9","25","Bryan","Harsin",""
"Boise State","2020","7","5","2","0","","","7.7","6.7","33.1","26.4","Bryan","Harsin",""
"Auburn","2021","13","6","7","0","","","7.1","11","30.2","19.8","Bryan","Harsin",""
"Auburn","2022","8","3","5","0","","","3.1","5.1","32.6","27.9","Bryan","Harsin",""
"Rice","2001","12","8","4","0","","","-8.5","-12","29.2","38.2","Ken","Hatfield",""
"Rice","2002","11","4","7","0","","","-13.6","-16.9","22.7","37.3","Ken","Hatfield",""
"Rice","2003","12","5","7","0","","","-10.2","-14.5","30.7","41.2","Ken","Hatfield",""
"Rice","2004","11","3","8","0","","","-12.0","-13","30.7","40.2","Ken","Hatfield",""
"Rice","2005","11","1","10","0","","","-18.9","-21.6","20","41.7","Ken","Hatfield",""
"UNLV","2010","13","2","11","0","","","-16.5","-24","18.1","40.8","Bobby","Hauck",""
"UNLV","2011","12","2","10","0","","","-21.1","-24.1","14.3","37.9","Bobby","Hauck",""
"UNLV","2012","13","2","11","0","","","-15.7","-16.7","19","35.4","Bobby","Hauck",""
"UNLV","2013","13","7","6","0","","","-8.3","-10.1","26.8","34.2","Bobby","Hauck",""
"UNLV","2014","13","2","11","0","","","-21.1","-17.6","22","39.1","Bobby","Hauck",""
"Boise State","2001","12","8","4","0","","","1.1","2.4","35.9","34.4","Dan","Hawkins",""
"Boise State","2002","13","12","1","0","","15","13.9","13.1","44.1","33.7","Dan","Hawkins",""
"Boise State","2003","14","13","1","0","","16","10.5","12.8","41.5","31.6","Dan","Hawkins",""
"Boise State","2004","12","11","1","0","","12","15.3","19.3","50.9","36.9","Dan","Hawkins",""
"Boise State","2005","13","9","4","0","18","","5.4","4.5","29.5","24.9","Dan","Hawkins",""
"Colorado","2006","12","2","10","0","","","-2.4","1.8","20.1","18.9","Dan","Hawkins",""
"Colorado","2007","13","6","7","0","","","3.0","4.2","29.1","23.9","Dan","Hawkins",""
"Colorado","2008","12","5","7","0","","","-2.1","-2.7","23","23.2","Dan","Hawkins",""
"Colorado","2009","12","3","9","0","","","-4.4","0.2","20.6","19.3","Dan","Hawkins",""
"Colorado","2010","9","3","6","0","","","-1.7","-1.9","27.3","27.7","Dan","Hawkins",""
"Kansas","2001","3","1","2","0","","","-10.5","-6.8","30.4","35.9","Tom","Hayes",""
"Kent State","2013","12","4","8","0","","","-11.1","-13.8","21.2","34","Paul","Haynes",""
"Kent State","2014","11","2","9","0","","","-17.7","-13.7","16.7","29.5","Paul","Haynes",""
"Kent State","2015","12","3","9","0","","","-17.9","-11.9","10.6","21.3","Paul","Haynes",""
"Kent State","2016","12","3","9","0","","","-10.5","-12","16.6","27.4","Paul","Haynes",""
"Kent State","2017","12","2","10","0","","","-22.7","-20.2","14.3","32.4","Paul","Haynes",""
"Miami (OH)","2009","12","1","11","0","","","-19.7","-18.9","17.7","33.9","Michael","Haywood",""
"Miami (OH)","2010","13","9","4","0","","","-11.2","-6.7","21.9","26.6","Michael","Haywood",""
"Kent State","2011","12","5","7","0","","","-10.7","-10.4","11.8","21.9","Darrell","Hazell",""
"Kent State","2012","14","11","3","0","","","-0.5","-0.1","26.6","28.4","Darrell","Hazell",""
"Purdue","2013","12","1","11","0","","","-15.7","-15.7","19.2","33.4","Darrell","Hazell",""
"Purdue","2014","12","3","9","0","","","-6.7","-6.2","22.7","30.2","Darrell","Hazell",""
"Purdue","2015","12","2","10","0","","","-9.2","-7.4","26.6","33.5","Darrell","Hazell",""
"Purdue","2016","6","3","3","0","","","-12.7","-11","25.1","35.6","Darrell","Hazell",""
"Charlotte","2019","13","7","6","0","","","-10.3","-6.3","29.9","35.1","Will","Healy","2018-12-04T00:00:00.000Z"
"Charlotte","2020","6","2","4","0","","","-14.8","-6.6","29.4","35.8","Will","Healy","2018-12-04T00:00:00.000Z"
"Charlotte","2021","12","5","7","0","","","-16.4","-13.7","27.6","41.2","Will","Healy","2018-12-04T00:00:00.000Z"
"Charlotte","2022","8","1","7","0","","","-18.8","-16.4","24","39.2","Will","Healy","2018-12-04T00:00:00.000Z"
"Oregon","2013","13","11","2","0","3","9","26.7","28.7","46.8","18.1","Mark","Helfrich",""
"Oregon","2014","15","13","2","0","3","2","27.1","24.7","48.1","23.2","Mark","Helfrich",""
"Oregon","2015","13","9","4","0","7","19","12.3","15.9","46.7","30.4","Mark","Helfrich",""
"Oregon","2016","12","4","8","0","24","","2.2","6.1","42.5","36.1","Mark","Helfrich",""
"USC","2013","1","1","0","0","24","19","15.7","22.5","36.6","12.5","Clay","Helton",""
"USC","2015","9","5","4","0","8","","13.6","16.8","38.6","23.3","Clay","Helton",""
"USC","2016","13","10","3","0","20","3","19.4","23.6","39.2","17.1","Clay","Helton",""
"USC","2017","14","11","3","0","4","12","11.9","17.9","38.5","20","Clay","Helton",""
"USC","2018","12","5","7","0","15","","1.3","9.7","31.7","22.5","Clay","Helton",""
"USC","2019","13","8","5","0","","","9.5","13.1","39","26.7","Clay","Helton",""
"USC","2020","6","5","1","0","17","21","","","","","Clay","Helton",""
"USC","2021","2","1","1","0","15","","0.4","-0.6","32.3","33.4","Clay","Helton",""
"Georgia Southern","2022","13","6","7","0","","","-4.8","-6.4","34.3","40.3","Clay","Helton",""
"Georgia Southern","2023","13","6","7","0","","","-8.6","-5.2","30.8","36.5","Clay","Helton",""
"Western Kentucky","2019","13","9","4","0","","","0.0","1.7","23.6","21.1","Tyson","Helton","2018-11-27T00:00:00.000Z"
"Western Kentucky","2020","12","5","7","0","","","-10.2","-3.2","18.9","22.3","Tyson","Helton","2018-11-27T00:00:00.000Z"
"Western Kentucky","2021","14","9","5","0","","","5.0","13.3","40.5","28.8","Tyson","Helton","2018-11-27T00:00:00.000Z"
"Western Kentucky","2022","14","9","5","0","","","-0.1","1.7","31.3","30.1","Tyson","Helton","2018-11-27T00:00:00.000Z"
"Western Kentucky","2023","13","8","5","0","","","-2.8","-2","28.7","30.1","Tyson","Helton","2018-11-27T00:00:00.000Z"
